Port Number,Service Name,Transport Protocol,Description,Source,System Type
2631,sitaradir,"tcp, udp",Sitara Dir,IANA,IT
2632,irdg-post,"tcp, udp",IRdg Post,IANA,IT
2633,interintelli,"tcp, udp",InterIntelli,IANA,IT
2634,pk-electronics,"tcp, udp",PK Electronics,IANA,IT
2635,backburner,"tcp, udp",Back Burner,IANA,IT
2636,solve,"tcp, udp",Solve,IANA,IT
2637,imdocsvc,"tcp, udp",Import Document Service,IANA,IT
2638,sybaseanywhere,"tcp, udp",Sybase Anywhere,IANA,IT
2639,aminet,"tcp, udp",AMInet,IANA,IT
2640,ami-control,"tcp, udp",Alcorn McBride Inc protocol used for device control,IANA,IT
2641,hdl-srv,"tcp, udp",HDL Server,IANA,IT
2642,tragic,"tcp, udp",Tragic,IANA,IT
2643,gte-samp,"tcp, udp",GTE-SAMP,IANA,IT
2644,travsoft-ipx-t,"tcp, udp",Travsoft IPX Tunnel,IANA,IT
2645,novell-ipx-cmd,"tcp, udp",Novell IPX CMD,IANA,IT
2646,and-lm,"tcp, udp",AND License Manager,IANA,IT
2647,syncserver,"tcp, udp",SyncServer,IANA,IT
2648,upsnotifyprot,"tcp, udp",Upsnotifyprot,IANA,IT
2649,vpsipport,"tcp, udp",VPSIPPORT,IANA,IT
2650,eristwoguns,"tcp, udp",eristwoguns,IANA,IT
2651,ebinsite,"tcp, udp",EBInSite,IANA,IT
2652,interpathpanel,"tcp, udp",InterPathPanel,IANA,IT
2653,sonus,"tcp, udp",Sonus,IANA,IT
2654,"corel_vncadmin, corel-vncadmin","tcp, udp","Corel VNC Admin
IANA assigned this well-formed service name as a replacement for ""corel_vncadmin""., Corel VNC Admin",IANA,IT
2655,unglue,"tcp, udp",UNIX Nt Glue,IANA,IT
2656,kana,"tcp, udp",Kana,IANA,IT
2657,sns-dispatcher,"tcp, udp",SNS Dispatcher,IANA,IT
2658,sns-admin,"tcp, udp",SNS Admin,IANA,IT
2659,sns-query,"tcp, udp",SNS Query,IANA,IT
2660,gcmonitor,"tcp, udp",GC Monitor,IANA,IT
2661,olhost,"tcp, udp",OLHOST,IANA,IT
2662,bintec-capi,"tcp, udp",BinTec-CAPI,IANA,IT
2663,bintec-tapi,"tcp, udp",BinTec-TAPI,IANA,IT
2664,patrol-mq-gm,"tcp, udp",Patrol for MQ GM,IANA,IT
2665,patrol-mq-nm,"tcp, udp",Patrol for MQ NM,IANA,IT
2666,extensis,"tcp, udp",extensis,IANA,IT
2667,alarm-clock-s,"tcp, udp",Alarm Clock Server,IANA,IT
2668,alarm-clock-c,"tcp, udp",Alarm Clock Client,IANA,IT
2669,toad,"tcp, udp",TOAD,IANA,IT
2670,tve-announce,"tcp, udp",TVE Announce,IANA,IT
2671,newlixreg,"tcp, udp",newlixreg,IANA,IT
2672,nhserver,"tcp, udp",nhserver,IANA,IT
2673,firstcall42,"tcp, udp",First Call 42,IANA,IT
2674,ewnn,"tcp, udp",ewnn,IANA,IT
2675,ttc-etap,"tcp, udp",TTC ETAP,IANA,IT
2676,simslink,"tcp, udp",SIMSLink,IANA,IT
2677,gadgetgate1way,"tcp, udp",Gadget Gate 1 Way,IANA,IT
2678,gadgetgate2way,"tcp, udp",Gadget Gate 2 Way,IANA,IT
2679,syncserverssl,"tcp, udp",Sync Server SSL,IANA,IT
2680,pxc-sapxom,"tcp, udp",pxc-sapxom,IANA,IT
2681,mpnjsomb,"tcp, udp",mpnjsomb,IANA,IT
2683,ncdloadbalance,"tcp, udp",NCDLoadBalance,IANA,IT
2684,mpnjsosv,"tcp, udp",mpnjsosv,IANA,IT
2685,mpnjsocl,"tcp, udp",mpnjsocl,IANA,IT
2686,mpnjsomg,"tcp, udp",mpnjsomg,IANA,IT
2687,pq-lic-mgmt,"tcp, udp",pq-lic-mgmt,IANA,IT
2688,md-cg-http,"tcp, udp",md-cf-http,IANA,IT
2689,fastlynx,"tcp, udp",FastLynx,IANA,IT
2690,hp-nnm-data,"tcp, udp",HP NNM Embedded Database,IANA,IT
2691,itinternet,"tcp, udp",ITInternet ISM Server,IANA,IT
2692,admins-lms,"tcp, udp",Admins LMS,IANA,IT
2694,pwrsevent,"tcp, udp",pwrsevent,IANA,IT
2695,vspread,"tcp, udp",VSPREAD,IANA,IT
2696,unifyadmin,"tcp, udp",Unify Admin,IANA,IT
2697,oce-snmp-trap,"tcp, udp",Oce SNMP Trap Port,IANA,IT
2698,mck-ivpip,"tcp, udp",MCK-IVPIP,IANA,IT
2699,csoft-plusclnt,"tcp, udp",Csoft Plus Client,IANA,IT
2700,tqdata,"tcp, udp",tqdata,IANA,IT
2701,sms-rcinfo,"tcp, udp",SMS RCINFO,IANA,IT
2702,sms-xfer,"tcp, udp",SMS XFER,IANA,IT
2703,sms-chat,"tcp, udp",SMS CHAT,IANA,IT
2704,sms-remctrl,"tcp, udp",SMS REMCTRL,IANA,IT
2705,sds-admin,"tcp, udp",SDS Admin,IANA,IT
2706,ncdmirroring,"tcp, udp",NCD Mirroring,IANA,IT
2707,emcsymapiport,"tcp, udp",EMCSYMAPIPORT,IANA,IT
2708,banyan-net,"tcp, udp",Banyan-Net,IANA,IT
2709,supermon,"tcp, udp",Supermon,IANA,IT
2710,sso-service,"tcp, udp",SSO Service,IANA,IT
2711,sso-control,"tcp, udp",SSO Control,IANA,IT
2712,aocp,"tcp, udp",Axapta Object Communication Protocol,IANA,IT
2713,raventbs,"tcp, udp",Raven Trinity Broker Service,IANA,IT
2714,raventdm,"tcp, udp",Raven Trinity Data Mover,IANA,IT
2715,hpstgmgr2,"tcp, udp",HPSTGMGR2,IANA,IT
2716,inova-ip-disco,"tcp, udp",Inova IP Disco,IANA,IT
2717,pn-requester,"tcp, udp",PN REQUESTER,IANA,IT
2718,pn-requester2,"tcp, udp",PN REQUESTER 2,IANA,IT
2719,scan-change,"tcp, udp",Scan & Change,IANA,IT
2720,wkars,"tcp, udp",wkars,IANA,IT
2721,smart-diagnose,"tcp, udp",Smart Diagnose,IANA,IT
2722,proactivesrvr,"tcp, udp",Proactive Server,IANA,IT
2723,watchdog-nt,"tcp, udp",WatchDog NT Protocol,IANA,IT
2724,qotps,"tcp, udp",qotps,IANA,IT
2725,msolap-ptp2,"tcp, udp",MSOLAP PTP2,IANA,IT
2726,tams,"tcp, udp",TAMS,IANA,IT
2727,mgcp-callagent,"tcp, udp",Media Gateway Control Protocol Call Agent,IANA,IT
2728,sqdr,"tcp, udp",SQDR,IANA,IT
2729,tcim-control,"tcp, udp",TCIM Control,IANA,IT
2730,nec-raidplus,"tcp, udp",NEC RaidPlus,IANA,IT
2731,fyre-messanger,"tcp, udp",Fyre Messanger,IANA,IT
2732,g5m,"tcp, udp",G5M,IANA,IT
2733,signet-ctf,"tcp, udp",Signet CTF,IANA,IT
2734,ccs-software,"tcp, udp",CCS Software,IANA,IT
2735,netiq-mc,"tcp, udp",NetIQ Monitor Console,IANA,IT
2736,radwiz-nms-srv,"tcp, udp",RADWIZ NMS SRV,IANA,IT
2737,srp-feedback,"tcp, udp",SRP Feedback,IANA,IT
2738,ndl-tcp-ois-gw,"tcp, udp",NDL TCP-OSI Gateway,IANA,IT
2739,tn-timing,"tcp, udp",TN Timing,IANA,IT
2740,alarm,"tcp, udp",Alarm,IANA,IT
2741,tsb,"tcp, udp",TSB,IANA,IT
2742,tsb2,"tcp, udp",TSB2,IANA,IT
2743,murx,"tcp, udp",murx,IANA,IT
2744,honyaku,"tcp, udp",honyaku,IANA,IT
2745,urbisnet,"tcp, udp",URBISNET,IANA,IT
2746,cpudpencap,"tcp, udp",CPUDPENCAP,IANA,IT
2747,fjippol-swrly,"tcp, udp",,IANA,IT
2748,fjippol-polsvr,"tcp, udp",,IANA,IT
2749,fjippol-cnsl,"tcp, udp",,IANA,IT
2750,fjippol-port1,"tcp, udp",,IANA,IT
2751,fjippol-port2,"tcp, udp",,IANA,IT
2752,rsisysaccess,"tcp, udp",RSISYS ACCESS,IANA,IT
2753,de-spot,"tcp, udp",de-spot,IANA,IT
2754,apollo-cc,"tcp, udp",APOLLO CC,IANA,IT
2755,expresspay,"tcp, udp",Express Pay,IANA,IT
2756,simplement-tie,"tcp, udp",simplement-tie,IANA,IT
2757,cnrp,"tcp, udp",CNRP,IANA,IT
2758,apollo-status,"tcp, udp",APOLLO Status,IANA,IT
2759,apollo-gms,"tcp, udp",APOLLO GMS,IANA,IT
2760,sabams,"tcp, udp",Saba MS,IANA,IT
2761,dicom-iscl,"tcp, udp",DICOM ISCL,IANA,IT
2762,dicom-tls,"tcp, udp",DICOM TLS,IANA,IT
2763,desktop-dna,"tcp, udp",Desktop DNA,IANA,IT
2764,data-insurance,"tcp, udp",Data Insurance,IANA,IT
2765,qip-audup,"tcp, udp",qip-audup,IANA,IT
2766,compaq-scp,"tcp, udp",Compaq SCP,IANA,IT
2767,uadtc,"tcp, udp",UADTC,IANA,IT
2768,uacs,"tcp, udp",UACS,IANA,IT
2769,exce,"tcp, udp",eXcE,IANA,IT
2770,veronica,"tcp, udp",Veronica,IANA,IT
2771,vergencecm,"tcp, udp",Vergence CM,IANA,IT
2772,auris,"tcp, udp",auris,IANA,IT
2773,rbakcup1,"tcp, udp",RBackup Remote Backup,IANA,IT
2774,rbakcup2,"tcp, udp",RBackup Remote Backup,IANA,IT
2775,smpp,"tcp, udp",SMPP,IANA,IT
2776,ridgeway1,"tcp, udp",Ridgeway Systems & Software,IANA,IT
2777,ridgeway2,"tcp, udp",Ridgeway Systems & Software,IANA,IT
2778,gwen-sonya,"tcp, udp",Gwen-Sonya,IANA,IT
2779,lbc-sync,"tcp, udp",LBC Sync,IANA,IT
2780,lbc-control,"tcp, udp",LBC Control,IANA,IT
2781,whosells,"tcp, udp",whosells,IANA,IT
2782,everydayrc,"tcp, udp",everydayrc,IANA,IT
2783,aises,"tcp, udp",AISES,IANA,IT
2784,www-dev,"tcp, udp",world wide web - development,IANA,IT
2785,aic-np,"tcp, udp",aic-np,IANA,IT
2786,aic-oncrpc,"tcp, udp",aic-oncrpc - Destiny MCD database,IANA,IT
2787,piccolo,"tcp, udp",piccolo - Cornerstone Software,IANA,IT
2788,fryeserv,"tcp, udp",NetWare Loadable Module - Seagate Software,IANA,IT
2789,media-agent,"tcp, udp",Media Agent,IANA,IT
2790,plgproxy,"tcp, udp",PLG Proxy,IANA,IT
2791,mtport-regist,"tcp, udp",MT Port Registrator,IANA,IT
2792,f5-globalsite,"tcp, udp",f5-globalsite,IANA,IT
2793,initlsmsad,"tcp, udp",initlsmsad,IANA,IT
2794,urp,"tcp, udp",Uniform Resource Platform,IANA,IT
2795,livestats,"tcp, udp",LiveStats,IANA,IT
2796,ac-tech,"tcp, udp",ac-tech,IANA,IT
2797,esp-encap,"tcp, udp",esp-encap,IANA,IT
2798,tmesis-upshot,"tcp, udp",TMESIS-UPShot,IANA,IT
2799,icon-discover,"tcp, udp",ICON Discover,IANA,IT
2800,acc-raid,"tcp, udp",ACC RAID,IANA,IT
2801,igcp,"tcp, udp",IGCP,IANA,IT
2802,"veritas-tcp1, veritas-udp1","tcp, udp","Veritas TCP1, Veritas UDP1",IANA,IT
2803,btprjctrl,"tcp, udp",btprjctrl,IANA,IT
2804,dvr-esm,"tcp, udp",March Networks Digital Video Recorders and Enterprise Service Manager products,IANA,IT
2805,wta-wsp-s,"tcp, udp",WTA WSP-S,IANA,IT
2806,cspuni,"tcp, udp",cspuni,IANA,IT
2807,cspmulti,"tcp, udp",cspmulti,IANA,IT
2808,j-lan-p,"tcp, udp",J-LAN-P,IANA,IT
2809,corbaloc,"tcp, udp",CORBA LOC,IANA,IT
2810,netsteward,"tcp, udp",Active Net Steward,IANA,IT
2811,gsiftp,"tcp, udp",GSI FTP,IANA,IT
2812,atmtcp,"tcp, udp",atmtcp,IANA,IT
2813,llm-pass,"tcp, udp",llm-pass,IANA,IT
2814,llm-csv,"tcp, udp",llm-csv,IANA,IT
2815,lbc-measure,"tcp, udp",LBC Measurement,IANA,IT
2816,lbc-watchdog,"tcp, udp",LBC Watchdog,IANA,IT
2817,nmsigport,"tcp, udp",NMSig Port,IANA,IT
2818,rmlnk,"tcp, udp",rmlnk,IANA,IT
2819,fc-faultnotify,"tcp, udp",FC Fault Notification,IANA,IT
2820,univision,"tcp, udp",UniVision,IANA,IT
2821,vrts-at-port,"tcp, udp",VERITAS Authentication Service,IANA,IT
2822,ka0wuc,"tcp, udp",ka0wuc,IANA,IT
2823,cqg-netlan,"tcp, udp",CQG Net/LAN,IANA,IT
2824,cqg-netlan-1,"tcp, udp","CQG Net/Lan 1, CQG Net/LAN 1",IANA,IT
2825,,,(unassigned) Possibly assigned,IANA,IT
2826,slc-systemlog,"tcp, udp",slc systemlog,IANA,IT
2827,slc-ctrlrloops,"tcp, udp",slc ctrlrloops,IANA,IT
2828,itm-lm,"tcp, udp",ITM License Manager,IANA,IT
2829,silkp1,"tcp, udp",silkp1,IANA,IT
2830,silkp2,"tcp, udp",silkp2,IANA,IT
2831,silkp3,"tcp, udp",silkp3,IANA,IT
2832,silkp4,"tcp, udp",silkp4,IANA,IT
2833,glishd,"tcp, udp",glishd,IANA,IT
2834,evtp,"tcp, udp",EVTP,IANA,IT
2835,evtp-data,"tcp, udp",EVTP-DATA,IANA,IT
2836,catalyst,"tcp, udp",catalyst,IANA,IT
2837,repliweb,"tcp, udp",Repliweb,IANA,IT
2838,starbot,"tcp, udp",Starbot,IANA,IT
2839,nmsigport,"tcp, udp",NMSigPort,IANA,IT
2840,l3-exprt,"tcp, udp",l3-exprt,IANA,IT
2841,l3-ranger,"tcp, udp",l3-ranger,IANA,IT
2842,l3-hawk,"tcp, udp",l3-hawk,IANA,IT
2843,pdnet,"tcp, udp",PDnet,IANA,IT
2844,bpcp-poll,"tcp, udp",BPCP POLL,IANA,IT
2845,bpcp-trap,"tcp, udp",BPCP TRAP,IANA,IT
2846,aimpp-hello,"tcp, udp",AIMPP Hello,IANA,IT
2847,aimpp-port-req,"tcp, udp",AIMPP Port Req,IANA,IT
2848,amt-blc-port,"tcp, udp",AMT-BLC-PORT,IANA,IT
2849,fxp,"tcp, udp",FXP,IANA,IT
2850,metaconsole,"tcp, udp",MetaConsole,IANA,IT
2851,webemshttp,"tcp, udp",webemshttp,IANA,IT
2852,bears-01,"tcp, udp",bears-01,IANA,IT
2853,ispipes,"tcp, udp",ISPipes,IANA,IT
2854,infomover,"tcp, udp",InfoMover,IANA,IT
2855,msrp,"tcp, udp",MSRP over TCP,IANA,IT
2856,cesdinv,"tcp, udp",cesdinv,IANA,IT
2857,simctlp,"tcp, udp",SimCtIP,IANA,IT
2858,ecnp,"tcp, udp",ECNP,IANA,IT
2859,activememory,"tcp, udp",Active Memory,IANA,IT
2860,dialpad-voice1,"tcp, udp",Dialpad Voice 1,IANA,IT
2861,dialpad-voice2,"tcp, udp",Dialpad Voice 2,IANA,IT
2862,ttg-protocol,"tcp, udp",TTG Protocol,IANA,IT
2863,sonardata,"tcp, udp",Sonar Data,IANA,IT
2864,astronova-main,"tcp, udp",main 5001 cmd,IANA,IT
2865,pit-vpn,"tcp, udp",pit-vpn,IANA,IT
2866,iwlistener,"tcp, udp",iwlistener,IANA,IT
2867,esps-portal,"tcp, udp",esps-portal,IANA,IT
2868,npep-messaging,"tcp, udp",Norman Proprietaqry Events Protocol,IANA,IT
2869,icslap,"tcp, udp",ICSLAP,IANA,IT
2870,daishi,"tcp, udp",daishi,IANA,IT
2871,msi-selectplay,"tcp, udp",MSI Select Play,IANA,IT
2872,radix,"tcp, udp",RADIX,IANA,IT
2873,psrt,"tcp, udp",PubSub Realtime Telemetry Protocol,IANA,IT
2874,dxmessagebase1,"tcp, udp",DX Message Base Transport Protocol,IANA,IT
2875,dxmessagebase2,"tcp, udp",DX Message Base Transport Protocol,IANA,IT
2876,sps-tunnel,"tcp, udp",SPS Tunnel,IANA,IT
2877,bluelance,"tcp, udp",BLUELANCE,IANA,IT
2878,aap,"tcp, udp",AAP,IANA,IT
2879,ucentric-ds,"tcp, udp",ucentric-ds,IANA,IT
2880,synapse,"tcp, udp",Synapse Transport,IANA,IT
2881,ndsp,"tcp, udp",NDSP,IANA,IT
2882,ndtp,"tcp, udp",NDTP,IANA,IT
2883,ndnp,"tcp, udp",NDNP,IANA,IT
2884,flashmsg,"tcp, udp",Flash Msg,IANA,IT
2885,topflow,"tcp, udp",TopFlow,IANA,IT
2886,responselogic,"tcp, udp",RESPONSELOGIC,IANA,IT
2887,aironetddp,"tcp, udp",aironet,IANA,IT
2888,spcsdlobby,"tcp, udp",SPCSDLOBBY,IANA,IT
2889,rsom,"tcp, udp",RSOM,IANA,IT
2890,cspclmulti,"tcp, udp",CSPCLMULTI,IANA,IT
2891,cinegrfx-elmd,"tcp, udp",CINEGRFX-ELMD License Manager,IANA,IT
2892,snifferdata,"tcp, udp",SNIFFERDATA,IANA,IT
2893,vseconnector,"tcp, udp",VSECONNECTOR,IANA,IT
2894,abacus-remote,"tcp, udp",ABACUS-REMOTE,IANA,IT
2895,natuslink,"tcp, udp",NATUS LINK,IANA,IT
2896,ecovisiong6-1,"tcp, udp",ECOVISIONG6-1,IANA,IT
2897,citrix-rtmp,"tcp, udp",Citrix RTMP,IANA,IT
2898,appliance-cfg,"tcp, udp",APPLIANCE-CFG,IANA,IT
2899,powergemplus,"tcp, udp",POWERGEMPLUS,IANA,IT
2900,quicksuite,"tcp, udp",QUICKSUITE,IANA,IT
2901,allstorcns,"tcp, udp",ALLSTORCNS,IANA,IT
2902,netaspi,"tcp, udp",NET ASPI,IANA,IT
2903,suitcase,"tcp, udp",SUITCASE,IANA,IT
2904,m2ua,"sctp, tcp, udp",M2UA,IANA,IT
2905,"nan, m3ua","sctp, tcp, udp","De-registered, M3UA",IANA,IT
2906,caller9,"tcp, udp",CALLER9,IANA,IT
2907,webmethods-b2b,"tcp, udp",WEBMETHODS B2B,IANA,IT
2908,mao,"tcp, udp",mao,IANA,IT
2909,funk-dialout,"tcp, udp",Funk Dialout,IANA,IT
2910,tdaccess,"tcp, udp",TDAccess,IANA,IT
2911,blockade,"tcp, udp",Blockade,IANA,IT
2912,epicon,"tcp, udp",Epicon,IANA,IT
2913,boosterware,"tcp, udp",Booster Ware,IANA,IT
2914,gamelobby,"tcp, udp",Game Lobby,IANA,IT
2915,tksocket,"tcp, udp",TK Socket,IANA,IT
2916,"elvin-server, elvin_server","tcp, udp","Elvin Server, Elvin Server
IANA assigned this well-formed service name as a replacement for ""elvin_server"".",IANA,IT
2917,"elvin_client, elvin-client","tcp, udp","Elvin Client
IANA assigned this well-formed service name as a replacement for ""elvin_client""., Elvin Client",IANA,IT
2918,kastenchasepad,"tcp, udp",Kasten Chase Pad,IANA,IT
2919,roboer,"tcp, udp",roboER,IANA,IT
2920,roboeda,"tcp, udp",roboEDA,IANA,IT
2921,cesdcdman,"tcp, udp",CESD Contents Delivery Management,IANA,IT
2922,cesdcdtrn,"tcp, udp",CESD Contents Delivery Data Transfer,IANA,IT
2923,wta-wsp-wtp-s,"tcp, udp",WTA-WSP-WTP-S,IANA,IT
2924,precise-vip,"tcp, udp",PRECISE-VIP,IANA,IT
2925,,,Unassigned (FRP-Released 12/7/00),IANA,IT
2926,mobile-file-dl,"tcp, udp",MOBILE-FILE-DL,IANA,IT
2927,unimobilectrl,"tcp, udp",UNIMOBILECTRL,IANA,IT
2928,redstone-cpss,"tcp, udp",REDSTONE-CPSS,IANA,IT
2929,amx-webadmin,"tcp, udp",AMX-WEBADMIN,IANA,IT
2930,amx-weblinx,"tcp, udp",AMX-WEBLINX,IANA,IT
2931,circle-x,"tcp, udp",Circle-X,IANA,IT
2932,incp,"tcp, udp",INCP,IANA,IT
2933,4-tieropmgw,"tcp, udp",4-TIER OPM GW,IANA,IT
2934,4-tieropmcli,"tcp, udp",4-TIER OPM CLI,IANA,IT
2935,qtp,"tcp, udp",QTP,IANA,IT
2936,otpatch,"tcp, udp",OTPatch,IANA,IT
2937,pnaconsult-lm,"tcp, udp",PNACONSULT-LM,IANA,IT
2938,sm-pas-1,"tcp, udp",SM-PAS-1,IANA,IT
2939,sm-pas-2,"tcp, udp",SM-PAS-2,IANA,IT
2940,sm-pas-3,"tcp, udp",SM-PAS-3,IANA,IT
2941,sm-pas-4,"tcp, udp",SM-PAS-4,IANA,IT
2942,sm-pas-5,"tcp, udp",SM-PAS-5,IANA,IT
2943,ttnrepository,"tcp, udp",TTNRepository,IANA,IT
2944,megaco-h248,"sctp, tcp, udp","Megaco-H.248 text, Megaco H-248",IANA,IT
2945,h248-binary,"sctp, tcp, udp","Megaco/H.248 binary, H248 Binary",IANA,IT
2946,fjsvmpor,"tcp, udp",FJSVmpor,IANA,IT
2947,gpsd,"tcp, udp",GPS Daemon request/response protocol,IANA,IT
2948,wap-push,"tcp, udp",WAP PUSH,IANA,IT
2949,wap-pushsecure,"tcp, udp",WAP PUSH SECURE,IANA,IT
2950,esip,"tcp, udp",ESIP,IANA,IT
2951,ottp,"tcp, udp",OTTP,IANA,IT
2952,mpfwsas,"tcp, udp",MPFWSAS,IANA,IT
2953,ovalarmsrv,"tcp, udp",OVALARMSRV,IANA,IT
2954,ovalarmsrv-cmd,"tcp, udp",OVALARMSRV-CMD,IANA,IT
2955,csnotify,"tcp, udp",CSNOTIFY,IANA,IT
2956,ovrimosdbman,"tcp, udp",OVRIMOSDBMAN,IANA,IT
2957,jmact5,"tcp, udp",JAMCT5,IANA,IT
2958,jmact6,"tcp, udp",JAMCT6,IANA,IT
2959,rmopagt,"tcp, udp",RMOPAGT,IANA,IT
2960,dfoxserver,"tcp, udp",DFOXSERVER,IANA,IT
2961,boldsoft-lm,"tcp, udp",BOLDSOFT-LM,IANA,IT
2962,iph-policy-cli,"tcp, udp",IPH-POLICY-CLI,IANA,IT
2963,iph-policy-adm,"tcp, udp",IPH-POLICY-ADM,IANA,IT
2964,bullant-srap,"tcp, udp",BULLANT SRAP,IANA,IT
2965,bullant-rap,"tcp, udp",BULLANT RAP,IANA,IT
2966,idp-infotrieve,"tcp, udp",IDP-INFOTRIEVE,IANA,IT
2967,ssc-agent,"tcp, udp",SSC-AGENT,IANA,IT
2968,enpp,"tcp, udp",ENPP,IANA,IT
2969,essp,"tcp, udp",ESSP,IANA,IT
2970,index-net,"tcp, udp",INDEX-NET,IANA,IT
2971,netclip,"tcp, udp",NetClip clipboard daemon,IANA,IT
2972,pmsm-webrctl,"tcp, udp",PMSM Webrctl,IANA,IT
2973,svnetworks,"tcp, udp",SV Networks,IANA,IT
2974,signal,"tcp, udp",Signal,IANA,IT
2975,fjmpcm,"tcp, udp",Fujitsu Configuration Management Service,IANA,IT
2976,cns-srv-port,"tcp, udp",CNS Server Port,IANA,IT
2977,ttc-etap-ns,"tcp, udp",TTCs Enterprise Test Access Protocol - NS,IANA,IT
2978,ttc-etap-ds,"tcp, udp",TTCs Enterprise Test Access Protocol - DS,IANA,IT
2979,h263-video,"tcp, udp",H.263 Video Streaming,IANA,IT
2980,wimd,"tcp, udp",Instant Messaging Service,IANA,IT
2981,mylxamport,"tcp, udp",MYLXAMPORT,IANA,IT
2982,iwb-whiteboard,"tcp, udp",IWB-WHITEBOARD,IANA,IT
2983,netplan,"tcp, udp",NETPLAN,IANA,IT
2984,hpidsadmin,"tcp, udp",HPIDSADMIN,IANA,IT
2985,hpidsagent,"tcp, udp",HPIDSAGENT,IANA,IT
2986,stonefalls,"tcp, udp",STONEFALLS,IANA,IT
2987,identify,"tcp, udp",identify,IANA,IT
2988,hippad,"tcp, udp",HIPPA Reporting Protocol,IANA,IT
2989,zarkov,"tcp, udp",ZARKOV Intelligent Agent Communication,IANA,IT
2990,boscap,"tcp, udp",BOSCAP,IANA,IT
2991,wkstn-mon,"tcp, udp",WKSTN-MON,IANA,IT
2992,avenyo,"tcp, udp",Avenyo Server,IANA,IT
2993,veritas-vis1,"tcp, udp",VERITAS VIS1,IANA,IT
2994,veritas-vis2,"tcp, udp",VERITAS VIS2,IANA,IT
2995,idrs,"tcp, udp",IDRS,IANA,IT
2996,vsixml,"tcp, udp",vsixml,IANA,IT
2997,rebol,"tcp, udp",REBOL,IANA,IT
2998,realsecure,"tcp, udp",Real Secure,IANA,IT
2999,remoteware-un,"tcp, udp",RemoteWare Unassigned,IANA,IT
3000,"hbci, remoteware-cl","tcp, udp","HBCI, RemoteWare Client",IANA,IT
3001,origo-native,"tcp, udp",OrigoDB Server Native Interface,IANA,IT
3002,"remoteware-srv, exlm-agent","tcp, udp","RemoteWare Server, EXLM Agent",IANA,IT
3003,cgms,"tcp, udp",CGMS,IANA,IT
3004,csoftragent,"tcp, udp",Csoft Agent,IANA,IT
3005,geniuslm,"tcp, udp",Genius License Manager,IANA,IT
3006,ii-admin,"tcp, udp",Instant Internet Admin,IANA,IT
3007,lotusmtap,"tcp, udp",Lotus Mail Tracking Agent Protocol,IANA,IT
3008,midnight-tech,"tcp, udp",Midnight Technologies,IANA,IT
3009,pxc-ntfy,"tcp, udp",PXC-NTFY,IANA,IT
3010,"ping-pong, gw","tcp, udp",Telerate Workstation,IANA,IT
3011,trusted-web,"tcp, udp",Trusted Web,IANA,IT
3012,twsdss,"tcp, udp",Trusted Web Client,IANA,IT
3013,gilatskysurfer,"tcp, udp",Gilat Sky Surfer,IANA,IT
3014,"broker-service, broker_service","tcp, udp","Broker Service
IANA assigned this well-formed service name as a replacement for ""broker_service""., Broker Service",IANA,IT
3015,nati-dstp,"tcp, udp",NATI DSTP,IANA,IT
3016,"notify_srvr, notify-srvr","tcp, udp","Notify Server
IANA assigned this well-formed service name as a replacement for ""notify_srvr""., Notify Server",IANA,IT
3017,"event-listener, event_listener","tcp, udp","Event Listener, Event Listener
IANA assigned this well-formed service name as a replacement for ""event_listener"".",IANA,IT
3018,"srvc_registry, srvc-registry","tcp, udp","Service Registry, Service Registry
IANA assigned this well-formed service name as a replacement for ""srvc_registry"".",IANA,IT
3019,"resource-mgr, resource_mgr","tcp, udp","Resource Manager, Resource Manager
IANA assigned this well-formed service name as a replacement for ""resource_mgr"".",IANA,IT
3020,cifs,"tcp, udp",CIFS,IANA,IT
3021,agriserver,"tcp, udp",AGRI Server,IANA,IT
3022,csregagent,"tcp, udp",CSREGAGENT,IANA,IT
3023,magicnotes,"tcp, udp",magicnotes,IANA,IT
3024,"nds-sso, nds_sso","tcp, udp","NDS_SSO
IANA assigned this well-formed service name as a replacement for ""nds_sso""., NDS_SSO",IANA,IT
3025,arepa-raft,"tcp, udp",Arepa Raft,IANA,IT
3026,agri-gateway,"tcp, udp",AGRI Gateway,IANA,IT
3027,"LiebDevMgmt_C, LiebDevMgmt-C","tcp, udp","LiebDevMgmt_C
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_C""., LiebDevMgmt_C",IANA,IT
3028,"LiebDevMgmt-DM, LiebDevMgmt_DM","tcp, udp","LiebDevMgmt_DM
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_DM""., LiebDevMgmt_DM",IANA,IT
3029,"LiebDevMgmt_A, LiebDevMgmt-A","tcp, udp","LiebDevMgmt_A, LiebDevMgmt_A
IANA assigned this well-formed service name as a replacement for ""LiebDevMgmt_A"".",IANA,IT
3030,arepa-cas,"tcp, udp",Arepa Cas,IANA,IT
3031,eppc,"tcp, udp",Remote AppleEvents/PPC Toolbox,IANA,IT
3032,redwood-chat,"tcp, udp",Redwood Chat,IANA,IT
3033,pdb,"tcp, udp",PDB,IANA,IT
3034,osmosis-aeea,"tcp, udp",Osmosis / Helix (R) AEEA Port,IANA,IT
3035,fjsv-gssagt,"tcp, udp",FJSV gssagt,IANA,IT
3036,hagel-dump,"tcp, udp",Hagel DUMP,IANA,IT
3037,hp-san-mgmt,"tcp, udp",HP SAN Mgmt,IANA,IT
